Date,COUNTRY_CODE,panic_index,media_hype_index,fake_news_index,sentiment_index,infodemic_index,media_coverage_index,Retornos_BTC,volatilidad,gfi,deaths_per_day,cases_per_day,musk_tweet
2021-02-13,XX,1.92,27.1,0.57,-1.92,47.75,71.97,-0.8441745251820123,-399.3359375,0.5058642650913887,20838.0,757780.0,0
2021-02-14,XX,3.52,24.75,0.39,-13.4,43.77,70.32,3.364387990623848,1611.7734375,0.5052739583451404,13298.0,615062.0,0
2021-02-15,XX,2.56,28.04,0.24,-20.44,43.53,71.15,-1.5978235928812496,-772.23046875,0.5047346545559475,14958.0,561654.0,1
2021-02-16,XX,1.67,27.84,1.42,-19.53,45.38,69.97,2.5835260740748702,1254.8125,0.5044952372791282,22704.0,722928.0,1
2021-02-17,XX,2.03,27.48,0.43,-17.57,46.12,71.96,5.821415216952158,2949.13671875,0.5043740640759384,23926.0,777072.0,0
2021-02-18,XX,2.01,29.27,0.41,-17.65,48.35,71.53,-0.9038226589304248,-469.2109375,0.5044679417560882,23838.0,821870.0,0
2021-02-19,XX,1.97,27.23,0.54,-18.08,49.88,71.72,7.828513543693166,4208.3359375,0.5048206705064588,23384.0,819818.0,1
2021-02-20,XX,1.85,26.73,0.55,-17.35,47.68,71.8,0.3775183520380102,211.38671875,0.5049740312279748,17502.0,747330.0,1
2021-02-21,XX,1.95,23.92,0.62,-7.51,43.89,67.69,2.535215971053203,1440.42578125,0.5046679867041628,13036.0,635356.0,1
2021-02-22,XX,1.9,25.56,0.41,-2.3,43.51,70.65,-5.966344725525414,-3332.625,0.5043197762481872,14748.0,590384.0,0
2021-02-23,XX,1.82,28.42,0.47,-2.89,46.84,71.71,-10.4585244501009,-5382.89453125,0.5042726233722729,23370.0,790340.0,0
2021-02-24,XX,1.3,25.51,0.37,-3.06,48.33,71.99,1.7881495738120443,880.90625,0.504337648561104,25064.0,895650.0,0
2021-02-25,XX,1.42,25.76,0.27,-2.55,48.73,72.87,-5.3969759252051706,-2611.48046875,0.5045024075940422,21314.0,905502.0,0
2021-02-26,XX,1.36,25.28,0.31,-1.68,51.39,72.57,-1.6142075456887308,-754.08984375,0.5048324667128381,21586.0,883048.0,0
2021-02-27,XX,2.2,25.8,0.28,-0.38,49.52,72.22,-0.3270542479989021,-151.30859375,0.5049830711793559,16988.0,791580.0,0
2021-02-28,XX,2.1,25.65,0.61,-10.49,44.11,70.83,-2.301047656676125,-1050.68359375,0.504607558348185,12528.0,614068.0,0
2021-03-01,XX,2.05,27.28,0.66,-8.76,44.66,72.63,9.490116032713884,4493.47265625,0.5042021280239182,15402.0,611014.0,0
2021-03-02,XX,1.62,28.34,0.6,-8.14,47.24,71.75,-2.5554925208490773,-1252.25390625,0.5040260625580811,20852.0,632236.0,1
2021-03-03,XX,2.04,26.8,0.66,-8.22,48.27,72.3,4.366472769390149,2159.25390625,0.5040584257530731,23518.0,888018.0,0
2021-03-04,XX,2.01,27.59,0.43,-9.82,47.4,72.92,-3.99061221991278,-1977.07421875,0.5042024233567243,20812.0,916578.0,0
2021-03-05,XX,1.58,25.49,0.4,-10.59,48.02,72.39,0.7511420176535919,366.13671875,0.5045441107228916,21030.0,898066.0,0
2021-03-06,XX,2.07,29.1,0.34,-10.01,47.88,71.78,-0.0305027039578307,-14.921875,0.5046651464135079,16192.0,826476.0,0
2021-03-07,XX,3.44,27.23,0.36,1.65,43.59,70.83,4.58396233606819,2294.30859375,0.5044978503585618,11790.0,744620.0,0
2021-03-08,XX,2.11,27.97,1.41,3.21,43.38,72.4,2.010313651550215,1039.83203125,0.5041214569519588,14508.0,608976.0,0
2021-03-09,XX,1.83,27.61,0.93,3.34,46.84,71.11,4.815684025323532,2577.59375,0.5040711070804871,21228.0,833618.0,0
2021-03-10,XX,1.66,25.22,0.34,3.68,47.39,71.25,2.137417979802778,1184.43359375,0.5040654320161776,20468.0,941818.0,0
2021-03-11,XX,2.2,26.65,0.56,4.94,48.8,72.64,3.157300039029776,1796.5703125,0.5042199417431026,20396.0,961452.0,0
2021-03-12,XX,2.42,28.59,0.41,5.22,49.53,72.3,-0.8216872853115568,-473.03125,0.504514812954178,19770.0,979462.0,1
2021-03-13,XX,2.58,28.45,0.57,3.14,47.91,71.62,6.599046126171279,3910.99609375,0.504710932474812,16778.0,908212.0,0
2021-03-14,XX,2.27,27.58,0.49,-6.04,43.5,70.26,-3.220259265928875,-1940.76953125,0.5044210368219251,11716.0,726756.0,1
2021-03-15,XX,2.54,30.5,0.48,-18.96,44.17,71.18,-5.895520841682183,-3395.1171875,0.5041652527167833,15352.0,705528.0,0
2021-03-16,XX,2.42,28.26,0.87,-19.5,46.43,70.64,1.5929471547609109,897.703125,0.5041592591832176,21294.0,941654.0,0
2021-03-17,XX,1.86,27.06,0.37,-20.07,47.14,70.47,3.5724187080357788,2065.9921875,0.5042375107495926,21198.0,1100124.0,0
2021-03-18,XX,2.62,27.07,0.74,-20.19,46.59,71.44,-1.733915191661339,-1011.97265625,0.5044248990190671,21472.0,1096314.0,0
2021-03-19,XX,2.4,27.71,0.51,-31.23,48.31,71.73,0.8394319050580128,487.73046875,0.5048388214520096,21660.0,1123796.0,0
2021-03-20,XX,2.24,26.78,0.41,-34.1,47.02,70.79,-0.056587912537511,-33.0078125,0.5050164588923806,17372.0,993802.0,0
2021-03-21,XX,2.71,26.44,0.29,-29.53,42.08,68.49,-1.3643904139846408,-790.22265625,0.5048633606537669,16868.0,871820.0,0
2021-03-22,XX,2.96,26.43,0.41,-29.51,43.6,70.03,-5.3456881044433056,-2994.27734375,0.504601127150847,16180.0,840674.0,0
2021-03-23,XX,2.13,25.82,0.37,-29.9,46.53,69.95,0.3840115432943856,209.80078125,0.5045880917720263,22998.0,1041154.0,0
2021-03-24,XX,2.15,25.53,0.44,-41.52,47.19,71.05,-3.655175777765765,-1964.6796875,0.5046385615768337,21398.0,1275320.0,1
2021-03-25,XX,2.46,25.76,0.48,-41.42,48.91,70.83,-2.048543291555645,-1070.10546875,0.5049003882309347,23082.0,1301968.0,1
2021-03-26,XX,2.12,27.28,0.65,-30.42,49.83,70.46,6.428841931989358,3433.15234375,0.5052753046643331,25528.0,1279586.0,0
2021-03-27,XX,1.87,25.48,0.41,-25.43,47.41,69.44,1.5051908974823298,836.19921875,0.5055082703917504,20318.0,1164596.0,0
2021-03-28,XX,2.88,26.37,0.42,-27.32,45.19,67.65,-0.0406804132703592,-22.765625,0.505257120989446,14452.0,953008.0,0
2021-03-29,XX,2.24,24.67,0.5,-22.34,44.26,68.6,3.165502939331705,1799.453125,0.50497495515394,17486.0,918378.0,0
2021-03-30,XX,2.7,28.28,0.37,-24.51,45.82,70.43,2.001460991998417,1167.4921875,0.5048985977755376,23998.0,1151402.0,0
2021-03-31,XX,1.97,26.27,0.42,-12.76,50.22,70.94,0.0019359447593354,1.140625,0.5049220107001051,25762.0,1365704.0,0
2021-04-01,XX,1.81,26.09,0.35,-12.23,48.38,71.35,0.2999232878687993,176.9765625,0.5051163943982905,24674.0,1416846.0,1
2021-04-02,XX,2.05,26.72,0.27,-12.41,45.9,70.06,0.4870090844088338,288.50390625,0.5053966202313633,21066.0,1277772.0,0
2021-04-03,XX,1.81,29.06,0.27,-11.24,46.06,69.61,-3.0439981167968613,-1780.421875,0.5054658372285299,18564.0,1053006.0,0
2021-04-04,XX,2.37,27.39,0.39,-12.76,42.68,69.29,1.9846643132378483,1154.6640625,0.5052288882119488,14728.0,1114838.0,0
2021-04-05,XX,1.93,27.15,0.27,-17.28,43.17,69.72,0.5081207326213134,299.32421875,0.5048301826263693,16594.0,984892.0,0
2021-04-06,XX,2.27,26.77,0.52,-27.62,45.96,68.11,-1.476389754962159,-865.51953125,0.5047170342132339,24932.0,1214724.0,0
2021-04-07,XX,1.99,27.85,0.63,-28.81,46.28,70.24,-3.752887085316425,-2143.421875,0.5049522420943791,31202.0,1369932.0,0
2021-04-08,XX,2.17,26.49,0.42,-31.27,45.46,70.95,3.978767570422682,2275.015625,0.5054387680153625,28644.0,1685072.0,0
2021-04-09,XX,2.42,25.57,0.7,-32.29,45.45,69.99,-0.1354549836114697,-78.94921875,0.505883426892244,28648.0,1491708.0,0
2021-04-10,XX,2.49,25.6,0.5,-34.45,46.19,69.62,2.6234198096664976,1548.23046875,0.5062129855412068,25734.0,1332344.0,0
2021-04-11,XX,2.64,24.16,0.97,-27.75,43.95,69.18,0.6862304387402612,411.73046875,0.5061255422082132,18164.0,1386668.0,0
2021-04-12,XX,2.22,25.05,0.43,-14.92,43.84,69.78,-0.5187618998143357,-311.51171875,0.5058014967416871,20170.0,1223518.0,0
2021-04-13,XX,1.72,24.56,0.3,-3.0,44.83,68.51,5.852714345026763,3610.00390625,0.5056968378007723,27738.0,1565970.0,0
2021-04-14,XX,1.92,26.62,0.23,-1.0,46.23,70.27,-0.6219938149170958,-393.76171875,0.5057251048805907,28098.0,1644054.0,0
2021-04-15,XX,2.04,24.62,0.19,-1.7,43.97,69.91,0.3232251116976691,204.31640625,0.5058632038763148,27212.0,1632236.0,0
2021-04-16,XX,1.76,23.82,0.47,-0.27,47.3,69.79,-2.7886621874568536,-1741.22265625,0.5061584477429244,26730.0,1716440.0,1
2021-04-17,XX,2.19,23.32,0.4,1.53,45.63,68.21,-1.4542926101405165,-888.96875,0.5063880619937723,24936.0,1580482.0,0
2021-04-18,XX,2.55,25.31,0.22,2.95,40.46,68.26,-7.6472431098119324,-4467.63671875,0.5060766040000579,18248.0,1363728.0,0
2021-04-19,XX,1.82,25.52,0.22,0.24,42.54,68.63,-0.8788979117796623,-491.91796875,0.505819330277413,22618.0,1379434.0,0
2021-04-20,XX,1.89,23.63,0.3,0.82,45.22,68.41,1.3347500558966063,748.765625,0.5058583912684282,28706.0,1723102.0,1
2021-04-21,XX,1.69,22.67,0.28,-0.21,43.92,69.07,-4.651974554182734,-2566.94140625,0.5059049839316123,29324.0,1777364.0,0
2021-04-22,XX,1.38,22.94,0.28,2.05,46.95,69.04,-4.0581883746807135,-2143.81640625,0.5060281026686959,27762.0,1804172.0,0
2021-04-23,XX,1.54,22.53,0.33,1.66,46.36,68.59,-1.3001302685204312,-668.62109375,0.5064345279706486,30586.0,1804534.0,0
2021-04-24,XX,1.73,25.37,0.31,-2.35,44.65,68.48,-2.062043718011072,-1042.78515625,0.5065787477132319,25922.0,1631374.0,0
2021-04-25,XX,1.39,23.98,0.25,-13.28,41.29,68.54,-2.113272327896639,-1046.61328125,0.5062862959759284,21382.0,1450538.0,0
2021-04-26,XX,2.01,27.5,0.38,-15.0,43.72,68.28,9.747970680195452,5017.5,0.5059697925753952,23738.0,1363460.0,0
2021-04-27,XX,1.64,24.76,0.42,-15.32,45.08,67.86,1.854831914865377,1011.36328125,0.505940489014341,29972.0,1708924.0,1
2021-04-28,XX,1.87,25.97,0.43,-15.16,46.56,70.62,-0.3794255373736428,-208.4140625,0.5059342598896222,31864.0,1809312.0,0
2021-04-29,XX,1.12,23.08,0.41,-14.87,46.82,69.22,-2.3429673825133244,-1269.59375,0.5060770961094558,31492.0,1788924.0,0
2021-04-30,XX,1.62,23.54,0.27,-14.75,48.02,70.4,7.541518772096198,4195.06640625,0.5063193601393563,28680.0,1763530.0,0
2021-05-01,XX,2.59,24.93,0.35,-12.64,44.88,69.59,0.1347572360312362,77.875,0.5064249386748867,25812.0,1589284.0,0
2021-05-02,XX,2.11,25.58,0.63,-3.82,42.7,67.56,-2.0916047590224385,-1196.97265625,0.5060718559752309,20556.0,1359320.0,0
2021-05-03,XX,1.4,22.11,0.5,-1.79,43.37,65.91,1.0001102205402288,569.21484375,0.5057086753154991,23758.0,1370830.0,0
2021-05-04,XX,1.45,24.93,0.51,-1.57,44.88,69.05,-6.999363622377694,-3866.75390625,0.5055414517572347,28174.0,1604392.0,0
2021-05-05,XX,2.22,24.51,0.62,-1.14,46.86,68.9,7.389708647447689,4090.46875,0.5055038561698457,29690.0,1693632.0,0
2021-05-06,XX,1.95,23.95,0.4,-0.58,47.45,68.23,-1.8055093557641697,-1027.4921875,0.5056019978939982,29280.0,1737104.0,0
2021-05-07,XX,1.49,23.84,0.26,-0.43,49.09,68.7,1.6877096781434924,959.88671875,0.5058563855458489,28940.0,1663200.0,0
2021-05-08,XX,1.44,25.69,0.27,-0.02,45.95,68.61,2.492161970278965,1447.375,0.5059612189819673,26392.0,1572870.0,0
2021-05-09,XX,1.59,22.9,0.32,2.42,40.85,67.39,-0.9765628034028508,-571.4609375,0.5056658966917285,20696.0,1273276.0,0
2021-05-10,XX,1.48,23.79,0.82,3.82,43.21,66.21,-4.159554115971453,-2372.51953125,0.5053343872851783,22578.0,1250446.0,0
2021-05-11,XX,1.32,24.34,0.43,4.18,44.66,68.08,1.5009957344289306,844.77734375,0.5051903093699728,28338.0,1479474.0,0
2021-05-12,XX,2.04,24.38,0.57,3.34,44.49,69.23,-14.2967146773037,-7554.0390625,0.5050909203172267,27910.0,1519196.0,0
2021-05-13,XX,1.98,23.97,0.28,-8.38,46.95,68.73,1.1442928110092725,565.65625,0.5050400042425919,27172.0,1463050.0,1
2021-05-14,XX,2.17,24.47,0.46,-8.14,44.96,69.08,0.3300186759766157,164.34375,0.5051732216279742,25990.0,1417910.0,0
2021-05-15,XX,2.71,24.81,1.18,-7.61,43.74,68.21,-6.459870319528386,-3120.34765625,0.5051905986880416,24324.0,1262610.0,0
2021-05-16,XX,2.7,22.69,0.62,-17.8,39.68,67.03,-0.6525257090234029,-304.12890625,0.5048798547811497,20528.0,1090280.0,1
2021-05-17,XX,2.75,23.49,0.42,-28.34,40.62,65.26,-6.48839844864655,-2918.546875,0.5046050403085847,22936.0,1085902.0,1
2021-05-18,XX,1.76,24.58,0.26,-28.66,43.5,68.04,-1.4531934084628222,-628.109375,0.5045232695373398,28288.0,1246216.0,0
2021-05-19,XX,2.39,22.96,0.26,-28.13,43.32,67.49,-14.810707635188663,-5906.9609375,0.5044940628626304,26876.0,1347340.0,1
2021-05-20,XX,1.91,22.54,0.49,-17.48,44.31,66.38,9.72750161239599,3780.296875,0.5042488564488974,26340.0,561080.0,1
2021-05-21,XX,1.58,23.36,0.44,-17.51,44.36,67.77,-8.913981683679193,-3478.046875,0.504389319690321,25824.0,1251562.0,1
2021-05-22,XX,2.09,25.96,0.29,-17.15,44.94,66.78,0.6198237437243979,231.94140625,0.5043925002049809,22692.0,1144004.0,0
2021-05-23,XX,2.54,22.88,0.41,-9.67,39.7,64.99,-7.6545645798332975,-2766.05078125,0.5041162504161396,19574.0,958862.0,0
2021-05-24,XX,3.13,22.36,0.33,-2.08,41.19,66.11,10.722243682664232,3935.3984375,0.5037832823990585,18218.0,900542.0,1
2021-05-25,XX,1.88,23.05,0.51,-2.79,43.12,65.46,-0.7878782581024248,-303.7578125,0.5039631309587926,26404.0,1069990.0,1
2021-05-26,XX,1.8,22.79,0.51,-2.12,43.41,66.75,2.2961565812768545,891.9765625,0.5039039338859074,25608.0,1140898.0,1
2021-05-27,XX,1.52,22.36,0.57,-2.0,43.51,67.6,-2.205718107153495,-857.23046875,0.5039249971237569,25694.0,1095568.0,0
2021-05-28,XX,1.7,22.92,0.73,-2.88,44.09,66.72,-7.393611150144238,-2739.36328125,0.5040076288334201,23952.0,1008768.0,0
2021-05-29,XX,1.27,22.33,0.7,-3.67,42.32,65.5,-3.0765691542153006,-1081.5390625,0.5040733910895864,21406.0,959322.0,0
2021-05-30,XX,2.23,23.44,0.35,-2.83,39.31,66.84,3.0219944078986263,1062.0625,0.5037871602262185,16688.0,778558.0,0
2021-05-31,XX,2.05,23.38,0.5,-8.9,39.41,63.98,4.533591723246496,1654.7265625,0.5035040959528618,17606.0,774082.0,1
2021-06-01,XX,1.71,23.91,0.36,-15.21,41.23,64.27,-1.750785357311659,-647.9296875,0.5035104199114719,30478.0,922268.0,0
2021-06-02,XX,1.48,22.74,0.22,-15.97,42.67,66.25,2.397778870231388,890.25390625,0.5034843178166708,23766.0,975674.0,1
2021-06-03,XX,1.46,21.69,0.39,-15.25,42.66,66.62,4.255661695137001,1633.5859375,0.5034536362524604,20170.0,959642.0,0
2021-06-04,XX,1.46,22.11,0.31,-14.8,44.07,66.05,-6.084038726712561,-2314.359375,0.5035502942103134,21362.0,850146.0,1
2021-06-05,XX,1.35,23.26,0.21,-12.72,43.28,65.38,-3.706474257477647,-1342.44921875,0.5035675016936296,18700.0,793758.0,1
2021-06-06,XX,1.6,20.57,0.49,-10.81,38.8,64.72,0.8693599850188835,310.421875,0.5031876686385579,14450.0,645486.0,0
2021-06-07,XX,1.65,20.61,0.45,-2.37,39.2,61.75,-6.633285563534304,-2301.671875,0.5029353331563837,16356.0,643942.0,0
2021-06-08,XX,1.39,20.84,0.38,5.39,41.28,64.88,-0.262777506345777,-88.07421875,0.5028677110358717,21234.0,743672.0,0
2021-06-09,XX,1.61,20.29,0.43,5.59,41.18,63.69,10.947410238213756,3872.48828125,0.5028372955273468,20272.0,837090.0,0
2021-06-10,XX,1.96,22.26,0.23,4.89,40.74,65.57,-1.7354742993128305,-642.5234375,0.5030901647422535,31964.0,906098.0,0
2021-06-11,XX,1.38,22.55,0.54,5.19,40.51,65.88,1.7067578415986144,631.80078125,0.5033049905863365,23532.0,844576.0,0
2021-06-12,XX,1.61,23.39,0.48,-8.26,42.55,64.43,-4.890419504040555,-1781.8828125,0.5033809975911463,19390.0,736356.0,0
2021-06-13,XX,1.53,22.8,0.49,-9.14,39.87,62.35,9.505680129465752,3545.34375,0.5032787410666711,18512.0,604992.0,1
2021-06-14,XX,3.23,25.27,0.25,-9.24,38.67,62.77,2.825878796632069,1120.6171875,0.5031256683753675,16130.0,619476.0,0
2021-06-15,XX,1.08,21.05,0.46,-9.81,41.11,65.6,0.4658453327527578,187.79296875,0.5028905189414337,21582.0,750834.0,0
2021-06-16,XX,1.65,21.74,0.39,-10.71,41.61,65.83,-5.230703159614401,-2059.20703125,0.5028024215913127,20058.0,777834.0,0
2021-06-17,XX,1.22,20.6,0.22,-10.8,41.34,65.49,-0.7684760787668956,-293.55859375,0.5028026181270654,18608.0,791710.0,1
2021-06-18,XX,1.46,20.58,0.2,-9.87,39.33,65.21,-6.140159139173661,-2266.2578125,0.5028657704650044,18412.0,806548.0,0
2021-06-19,XX,1.72,22.41,0.26,2.07,40.09,63.72,-0.4800219817294285,-171.375,0.5028877020299956,16160.0,696644.0,0
2021-06-20,XX,1.76,21.22,0.22,2.79,37.29,63.33,0.2311625313791573,82.42578125,0.5026989635193884,13458.0,606232.0,0
2021-06-21,XX,1.85,17.81,0.34,0.91,38.49,60.33,-11.9521795848678,-4021.603515625,0.5025322710761178,14102.0,593426.0,0
2021-06-22,XX,1.21,20.73,0.34,0.66,40.12,64.72,2.583304760939311,828.966796875,0.5025243299979916,17844.0,821038.0,0
2021-06-23,XX,1.52,20.3,0.35,1.63,40.4,64.79,3.676667515561315,1217.3671875,0.5025203120108724,18790.0,794330.0,0
2021-06-24,XX,1.6,19.71,0.3,1.85,41.85,65.28,2.7475699857643345,939.41015625,0.5025745899516462,17250.0,817642.0,0
2021-06-25,XX,1.25,19.33,0.24,0.86,41.78,64.37,-9.130465397426269,-3024.658203125,0.5027296793750915,18474.0,835912.0,1
2021-06-26,XX,1.34,20.58,0.54,-1.29,40.41,62.88,1.7188238400922922,548.498046875,0.5027838907037305,14928.0,726150.0,0
2021-06-27,XX,1.8,21.16,0.33,-9.27,38.96,64.42,7.374727447930949,2463.3671875,0.502618438844966,12154.0,621650.0,0
2021-06-28,XX,1.58,20.21,0.27,-5.94,39.66,59.79,-0.6233262455755746,-215.30859375,0.5024795924719867,13192.0,666410.0,0
2021-06-29,XX,1.35,20.85,0.42,-7.26,40.3,63.03,4.078512112413988,1433.44140625,0.5024400018801761,16280.0,763108.0,0
2021-06-30,XX,1.26,20.36,0.35,-6.59,40.41,63.93,-2.332520296585249,-826.94140625,0.5024206435693712,18410.0,798848.0,0
2021-07-01,XX,1.38,19.7,0.22,-6.59,41.7,64.3,-4.281824560087459,-1468.71875,0.5024997819285021,17106.0,871080.0,0
2021-07-02,XX,1.44,20.68,0.38,-5.46,41.07,63.89,0.963202091343982,324.9296875,0.502655167312381,16586.0,884824.0,0
2021-07-03,XX,1.33,20.01,0.53,-1.3,40.68,62.9,2.2504948021345133,771.5,0.5026883352480087,13820.0,748620.0,0
2021-07-04,XX,1.29,18.75,0.69,5.7,37.26,60.21,1.7703918010918158,619.234375,0.502598474808724,13220.0,656108.0,0
2021-07-05,XX,2.48,21.26,0.39,3.8,37.32,60.36,-4.467475626166748,-1541.77734375,0.5025204495923918,14776.0,753706.0,0
2021-07-06,XX,1.51,21.65,0.38,4.36,36.8,60.8,1.4392210079461631,489.19140625,0.5025237079074574,17018.0,901704.0,0
2021-07-07,XX,1.22,18.36,0.21,4.41,40.21,62.27,-1.1157826650301257,-379.8671875,0.5025404007179767,17044.0,930020.0,0
2021-07-08,XX,1.0,18.88,0.32,4.42,40.31,63.87,-2.931177853796417,-977.95703125,0.502670546289508,17850.0,963488.0,0
2021-07-09,XX,1.81,20.55,0.3,-6.71,40.55,64.81,2.761736344787324,920.640625,0.5028447158794094,16712.0,1027590.0,0
2021-07-10,XX,1.45,20.31,0.45,-10.0,39.77,63.95,-0.82442012335933,-277.4921875,0.5028440327248496,13146.0,843816.0,0
2021-07-11,XX,1.61,19.18,0.55,-20.94,36.29,61.41,2.124225267387488,719.66796875,0.5027560007921003,15218.0,740744.0,0
2021-07-12,XX,2.02,20.16,0.27,-33.18,37.51,61.12,-3.2180926347831007,-1084.33984375,0.502714544467,16178.0,864864.0,0
2021-07-13,XX,1.48,22.23,0.3,-34.79,38.87,63.21,-1.3782086425800637,-453.822265625,0.502720958579034,16770.0,1052686.0,1
2021-07-14,XX,1.27,21.49,0.67,-35.07,39.88,64.74,0.3672599836430842,120.322265625,0.5027381673615885,17220.0,1076034.0,0
2021-07-15,XX,1.35,21.15,0.5,-37.36,39.75,64.78,-3.224946835684241,-1041.6171875,0.5028966563976649,17184.0,1152504.0,0
2021-07-16,XX,1.56,21.2,0.87,-27.18,39.67,64.52,-1.136653085848622,-359.19140625,0.5030745363889829,17496.0,1192208.0,0
2021-07-17,XX,2.07,22.36,1.09,-26.17,40.8,64.92,0.3543169217346287,111.529296875,0.5030877131783587,14994.0,980448.0,1
2021-07-18,XX,2.24,22.7,1.0,-15.67,38.64,62.84,0.8329203113175575,263.7421875,0.5029547102647358,13074.0,841956.0,0
2021-07-19,XX,2.04,23.77,1.3,-2.08,38.64,61.89,-3.1272502988710884,-978.978515625,0.5028699365181055,14346.0,973370.0,1
2021-07-20,XX,1.97,23.7,1.06,-12.29,40.01,64.94,-3.3338555734212405,-1010.484375,0.5032021978231986,41420.0,1066016.0,0
2021-07-21,XX,2.16,21.91,1.06,-13.79,40.04,66.49,7.443417235693212,2303.345703125,0.503165247704844,17368.0,1110384.0,0
2021-07-22,XX,1.74,23.05,1.26,-11.43,40.12,65.5,0.6283788882169604,202.412109375,0.5032453320276005,17536.0,1130764.0,0
2021-07-23,XX,1.84,23.87,1.39,-11.36,42.56,64.63,3.8503942271904577,1268.4453125,0.5034903138974922,16590.0,1455988.0,0
2021-07-24,XX,3.02,25.12,0.85,-11.49,41.01,65.36,2.0948244356669856,710.89453125,0.5034934911677809,17366.0,865468.0,0
2021-07-25,XX,2.07,25.38,0.56,-23.78,36.53,64.47,3.0378619797658737,1057.7421875,0.5030233129219219,14662.0,892020.0,0
2021-07-26,XX,2.51,25.35,2.24,-27.27,38.84,64.0,5.469542869161192,1987.34765625,0.5029980542187069,16904.0,1077194.0,0
2021-07-27,XX,1.82,23.58,0.57,-15.41,40.71,64.56,5.39428534880362,2069.40625,0.5030485070365587,19644.0,1214310.0,0
2021-07-28,XX,1.56,21.81,0.66,-14.18,42.22,65.74,1.483512651645551,588.96484375,0.5030482880855964,20502.0,1300618.0,0
2021-07-29,XX,1.3,23.88,0.67,-13.91,43.07,66.6,0.0312873700596311,12.515625,0.5032187475286674,20314.0,1285328.0,1
2021-07-30,XX,2.12,23.24,0.32,-13.91,44.12,66.6,5.41722306526184,2227.125,0.5034596118139567,19124.0,1465434.0,0
2021-07-31,XX,1.73,23.71,0.88,-14.02,41.69,65.98,-1.4532545375150554,-609.3515625,0.5034491793554419,17630.0,1036700.0,0
2021-08-01,XX,2.59,23.61,1.51,-12.02,37.31,65.77,-4.047804375571393,-1651.30078125,0.5032894656567153,14734.0,967218.0,0
2021-08-02,XX,1.22,24.96,0.68,-21.47,39.12,63.64,-1.952524946480863,-772.94921875,0.503163658770067,16122.0,1136004.0,0
2021-08-03,XX,2.2,23.7,0.72,-20.75,40.6,65.05,-2.71224912051319,-1048.96484375,0.5031573267786266,20818.0,1270612.0,0
2021-08-04,XX,1.82,23.11,0.51,-21.34,44.14,67.37,4.094316463847638,1594.5234375,0.5031425169358639,20998.0,1360788.0,0
2021-08-05,XX,1.58,23.66,0.49,-21.88,44.22,67.61,2.7838357371246687,1122.05078125,0.5033012929841674,21908.0,1370432.0,0
2021-08-06,XX,1.67,23.78,0.3,-21.61,46.9,67.25,4.653814062641624,1946.9453125,0.5035920898669274,20894.0,1639198.0,1
2021-08-07,XX,1.62,23.25,0.84,-20.43,43.23,66.1,3.981881145877593,1739.30078125,0.5035974132258765,17294.0,1126272.0,0
2021-08-08,XX,1.17,24.56,0.61,-8.67,40.32,65.44,-1.7151523902089738,-757.68359375,0.503398474586532,14874.0,938002.0,0
2021-08-09,XX,2.04,25.93,1.05,4.11,41.96,65.93,5.696271209006833,2567.28515625,0.5032981347246406,17546.0,1230030.0,0
2021-08-10,XX,1.53,23.32,0.32,3.93,42.86,65.96,-1.6974141392608215,-780.37109375,0.5032829166443062,23176.0,1293298.0,0
2021-08-11,XX,1.81,24.05,0.99,2.73,42.53,65.96,0.0188760572341268,8.60546875,0.5032201021127158,21038.0,1462212.0,0
2021-08-12,XX,2.31,23.62,1.06,3.16,43.25,65.5,-2.58917535442005,-1165.34765625,0.5033523747830178,21008.0,1411550.0,0
2021-08-13,XX,1.63,23.15,0.45,2.08,43.39,67.73,7.300947971891746,3365.03125,0.5036335668167122,20900.0,1603842.0,0
2021-08-14,XX,1.56,23.71,0.5,-0.59,41.22,66.4,-1.46777437579731,-696.375,0.5035872077442514,17432.0,1112884.0,0
2021-08-15,XX,2.7,20.03,0.8,-11.74,37.34,66.06,-0.1060958486425895,-49.94140625,0.5033504232992421,14826.0,938418.0,0
2021-08-16,XX,2.78,20.26,0.73,-19.69,39.32,63.51,-2.240830692116523,-1042.51953125,0.5032741380162117,19564.0,1312376.0,0
2021-08-17,XX,2.22,20.73,0.74,-26.89,41.11,64.12,-2.886919903458737,-1309.125,0.5032585177538192,21528.0,1367246.0,0
2021-08-18,XX,2.2,23.5,0.36,-25.14,41.94,66.13,0.2364966650012081,105.828125,0.5032193509504291,21622.0,1473292.0,0
2021-08-19,XX,1.58,22.38,0.41,-25.06,40.92,67.4,4.188585333234935,1916.390625,0.5033810131939205,22864.0,1423608.0,0
2021-08-20,XX,1.46,20.93,0.58,-24.57,41.21,65.97,5.459790698385328,2621.59765625,0.5036481733581177,20978.0,1569962.0,0
2021-08-21,XX,2.46,23.98,0.88,-25.6,41.02,66.56,-0.8828701235467067,-433.68359375,0.503558947698502,17786.0,1128882.0,0
2021-08-22,XX,1.91,19.52,0.41,-23.37,39.05,65.11,0.8473475397263706,416.16015625,0.5033260515886115,15376.0,905304.0,0
2021-08-23,XX,1.32,19.85,0.52,-17.62,40.78,66.2,0.454134668328143,224.49609375,0.5032551682771661,19970.0,1345380.0,0
2021-08-24,XX,1.81,23.68,1.16,-11.95,41.45,67.2,-3.784489433094968,-1840.03125,0.5032201206634216,22080.0,1375074.0,0
